 Procedimentos hospitalares do SUS - por local de residência - Brasil
Óbitos por Município e Subgrupo proced.
Período:Out-Dez/2021
"Município";"0201 Coleta de material";"0209 Diagnóstico por endoscopia";"0211 Métodos diagnósticos em especialidades";"0301 Consultas / Atendimentos / Acompanhamentos";"0303 Tratamentos clínicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0308 Tratamento de lesões, envenenamentos e outros, decorrentes de causas externas";"0310 Parto e nascimento";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutâneo e mucosa";"0402 Cirurgia de glândulas endócrinas";"0403 Cirurgia do sistema nervoso central e periférico";"0404 Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço";"0405 Cirurgia do aparelho da visão";"0406 Cirurgia do aparelho circulatório";"0407 Cirurgia do aparelho digestivo, orgãos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinário";"0411 Cirurgia obstétrica";"0412 Cirurgia torácica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0416 Cirurgia em oncologia";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgãos, tecidos e células";"0506 Acompanhamento e intercorrências no pré e pós-transplante";"Total"
"430310 CACHOEIRINHA";-;-;-;1;110;9;1;-;-;-;-;1;-;-;4;4;2;-;-;-;-;-;3;1;-;-;1;137
"430320 CACIQUE DOBLE";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"430330 CAIBATE";-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"430340 CAICARA";-;-;-;-;4;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"430350 CAMAQUA";-;-;-;-;62;7;1;2;-;-;-;-;-;-;1;1;1;1;-;-;-;-;1;-;-;-;1;78
"430355 CAMARGO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1
"430360 CAMBARA DO SUL";-;-;-;-;5;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;-;-;-;9
"430367 CAMPESTRE DA SERRA";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;3
"430370 CAMPINA DAS MISSOES";-;-;-;-;3;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"430380 CAMPINAS DO SUL";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"430390 CAMPO BOM";-;-;-;-;41;16;2;-;-;-;-;-;1;-;2;1;-;-;-;-;-;-;2;1;-;-;-;66
"430410 CAMPOS BORGES";-;-;-;-;4;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"430420 CANDELARIA";-;-;-;-;27;8;2;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2;-;-;-;-;42
"430430 CANDIDO GODOI";-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"430435 CANDIOTA";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"430440 CANELA";-;-;-;-;29;6;-;-;-;-;-;2;1;-;-;2;-;-;-;-;-;-;-;-;-;-;-;40
"430450 CANGUCU";-;-;-;-;46;7;8;-;-;-;-;-;-;-;1;3;-;-;-;2;-;-;1;1;-;-;1;70
"430460 CANOAS";-;1;-;1;322;27;5;4;-;-;-;2;-;-;15;7;3;2;1;6;-;-;15;6;-;-;1;418
"430461 CANUDOS DO VALE";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2
"430462 CAPAO BONITO DO SUL";-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"430463 CAPAO DA CANOA";-;-;-;2;43;1;-;-;-;-;-;1;-;-;1;1;2;-;-;-;-;-;-;-;-;-;-;51
"430466 CAPAO DO LEAO";-;-;-;-;15;1;1;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;2;-;-;-;-;21
"430467 CAPIVARI DO SUL";-;-;-;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;3
"430468 CAPELA DE SANTANA";-;-;-;1;6;-;-;-;-;-;-;1;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;10
"430469 CAPITAO";-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"430470 CARAZINHO";-;-;-;-;49;8;1;1;-;-;-;-;-;-;2;3;2;1;-;-;-;-;2;-;-;-;-;69
"430471 CARAA";-;-;-;-;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"430480 CARLOS BARBOSA";-;-;-;-;9;9;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;20
"430490 CASCA";-;-;-;-;6;3;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"430495 CASEIROS";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"430500 CATUIPE";-;-;-;-;5;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2;-;-;-;-;9
"430510 CAXIAS DO SUL";-;-;-;16;223;46;9;5;-;-;-;3;-;-;9;7;1;-;-;18;-;-;15;3;-;2;-;357
"430511 CENTENARIO";-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;3
"430512 CERRITO";-;-;-;-;6;3;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;11
"430513 CERRO BRANCO";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;5
"430515 CERRO GRANDE";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"430517 CERRO GRANDE DO SUL";-;-;-;1;3;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;1;1;-;-;-;8
"430520 CERRO LARGO";-;-;-;-;6;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"430530 CHAPADA";-;-;-;1;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"430535 CHARQUEADAS";-;-;-;-;21;4;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;28
"430537 CHARRUA";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2
"430540 CHIAPETTA";-;-;-;-;7;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"430543 CHUI";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2
"430544 CHUVISCA";-;-;-;-;4;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;6
"430545 CIDREIRA";-;-;-;-;10;2;-;-;-;-;-;-;-;-;2;-;-;-;-;1;-;-;1;-;-;-;1;17
"430550 CIRIACO";-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"430558 COLINAS";-;-;-;-;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"430560 COLORADO";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;4
"430570 CONDOR";-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"430580 CONSTANTINA";-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;8
"430583 COQUEIRO BAIXO";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"430585 COQUEIROS DO SUL";-;-;-;-;6;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;8
"430587 CORONEL BARROS";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"430590 CORONEL BICACO";-;-;-;-;7;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"430593 CORONEL PILAR";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"430595 COTIPORA";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"430597 COXILHA";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"430600 CRISSIUMAL";-;-;-;-;5;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;9
"430605 CRISTAL";-;-;-;-;6;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"430607 CRISTAL DO SUL";-;-;-;-;3;-;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;6
"430610 CRUZ ALTA";-;-;-;-;42;12;2;-;-;-;-;-;-;-;1;3;1;1;-;1;-;-;5;2;-;-;-;70
"430620 CRUZEIRO DO SUL";-;-;-;-;9;3;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;13
"430630 DAVID CANABARRO";-;-;-;-;9;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"430632 DERRUBADAS";-;-;-;-;4;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"430635 DEZESSEIS DE NOVEMBRO";-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"430637 DILERMANDO DE AGUIAR";-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3
"430640 DOIS IRMAOS";-;-;-;-;23;3;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;27
"430642 DOIS IRMAOS DAS MISSOES";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"430645 DOIS LAJEADOS";-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"430650 DOM FELICIANO";-;-;-;-;11;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13
"430655 DOM PEDRO DE ALCANTARA";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"430660 DOM PEDRITO";-;-;-;-;42;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;43
"430670 DONA FRANCISCA";-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"430673 DOUTOR MAURICIO CARDOSO";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"430675 DOUTOR RICARDO";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"430676 ELDORADO DO SUL";-;-;-;-;16;2;-;2;-;-;-;-;-;-;-;1;1;-;-;-;-;-;2;-;-;-;-;24
"430680 ENCANTADO";-;-;-;-;8;4;2;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;17
"430690 ENCRUZILHADA DO SUL";-;-;-;1;14;3;2;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;2;-;-;-;-;24
"430693 ENTRE-IJUIS";-;-;-;-;8;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;10
"430695 ENTRE RIOS DO SUL";-;-;-;-;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"430697 EREBANGO";-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"430700 ERECHIM";-;-;-;4;51;10;3;2;-;-;-;1;2;-;-;-;2;-;-;1;-;-;7;1;-;-;-;84
"430705 ERNESTINA";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"430710 HERVAL";-;-;-;-;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"430720 ERVAL GRANDE";-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"430730 ERVAL SECO";-;-;-;-;3;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;6
"430740 ESMERALDA";-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3
"430745 ESPERANCA DO SUL";-;-;-;-;11;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
"430750 ESPUMOSO";-;-;-;-;7;5;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13
"430755 ESTACAO";-;-;-;1;4;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"430760 ESTANCIA VELHA";-;-;-;5;19;-;2;-;-;-;-;1;-;-;1;1;-;-;-;1;-;-;-;1;-;-;-;31
"430770 ESTEIO";-;-;-;1;90;9;6;-;-;-;-;1;-;-;3;4;2;1;-;1;-;-;5;-;-;-;-;123
"430780 ESTRELA";-;-;-;-;13;3;1;-;-;-;-;-;1;-;-;2;-;-;-;-;-;-;-;-;-;-;-;20
"430781 ESTRELA VELHA";-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;4
"430783 EUGENIO DE CASTRO";-;-;-;-;1;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"430786 FAGUNDES VARELA";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"430790 FARROUPILHA";-;-;-;1;54;3;-;-;-;-;-;1;1;-;-;2;-;1;-;-;-;-;2;-;-;-;-;65
"430800 FAXINAL DO SOTURNO";-;-;-;-;3;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"430805 FAXINALZINHO";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"430807 FAZENDA VILANOVA";-;-;-;-;2;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;5
"430810 FELIZ";-;-;-;1;8;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"430820 FLORES DA CUNHA";-;-;-;-;9;3;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;14
"430825 FLORIANO PEIXOTO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1
"430830 FONTOURA XAVIER";-;-;-;-;3;1;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;8
"430840 FORMIGUEIRO";-;-;-;-;5;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;6
"430843 FORQUETINHA";-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"430845 FORTALEZA DOS VALOS";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"430850 FREDERICO WESTPHALEN";-;-;-;-;29;3;2;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;2;-;-;-;-;38
"430860 GARIBALDI";-;-;-;-;11;6;3;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;22
"430865 GARRUCHOS";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"430870 GAURAMA";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"430880 GENERAL CAMARA";-;-;-;-;8;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"430885 GENTIL";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;3
"430890 GETULIO VARGAS";-;-;-;1;10;6;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;19
"430900 GIRUA";-;-;-;-;7;3;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;12
"430905 GLORINHA";-;-;-;-;5;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"430910 GRAMADO";-;1;-;1;12;6;1;-;-;-;-;-;-;-;-;3;1;-;-;1;-;-;3;-;-;-;-;29
"430912 GRAMADO DOS LOUREIROS";-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"430915 GRAMADO XAVIER";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"430920 GRAVATAI";-;-;-;-;177;32;5;1;1;-;-;3;1;-;6;15;5;-;-;1;-;-;13;2;-;-;-;262
"430925 GUABIJU";-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"430930 GUAIBA";-;-;-;5;71;6;2;1;-;-;-;1;-;-;1;-;1;1;-;1;-;-;5;-;-;-;-;95
"430940 GUAPORE";-;-;-;-;10;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;13
"430950 GUARANI DAS MISSOES";-;-;-;-;10;1;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;13
"430955 HARMONIA";-;-;-;-;6;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"430957 HERVEIRAS";-;-;-;-;4;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;6
"430960 HORIZONTINA";-;1;-;-;14;4;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;21
"430965 HULHA NEGRA";-;-;-;-;6;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"430970 HUMAITA";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"430975 IBARAMA";-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"430980 IBIACA";-;-;-;-;2;2;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"430990 IBIRAIARAS";-;-;-;-;7;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"430995 IBIRAPUITA";-;-;-;-;6;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;7
"431000 IBIRUBA";-;-;-;-;13;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18
"431010 IGREJINHA";-;-;-;-;36;8;-;-;-;-;-;-;1;-;-;1;-;-;-;1;-;-;-;-;-;-;-;47
"431020 IJUI";-;-;-;-;46;3;6;-;-;-;-;1;-;-;1;1;-;1;-;2;-;-;5;-;-;-;-;66
"431030 ILOPOLIS";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"431033 IMBE";-;-;-;-;30;1;-;-;-;-;-;1;-;-;1;2;-;1;-;-;-;-;2;-;-;-;1;39
"431036 IMIGRANTE";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"431040 INDEPENDENCIA";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;5
"431041 INHACORA";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"431043 IPE";-;-;-;-;2;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;5
"431046 IPIRANGA DO SUL";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"431050 IRAI";-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13
"431053 ITAARA";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;5
"431055 ITACURUBI";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"431057 ITAPUCA";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"431060 ITAQUI";-;-;-;-;30;13;2;-;-;-;-;-;-;-;1;3;1;-;-;1;-;-;-;-;-;-;-;51
"431065 ITATI";-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"431070 ITATIBA DO SUL";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"431075 IVORA";-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"431080 IVOTI";-;-;-;-;15;6;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;1;-;-;-;25
"431085 JABOTICABA";-;-;-;-;3;3;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;7
"431087 JACUIZINHO";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"431090 JACUTINGA";-;-;-;-;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"431100 JAGUARAO";-;-;-;-;17;8;2;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;29
"431110 JAGUARI";-;-;-;-;8;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;11
"431112 JAQUIRANA";-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"431113 JARI";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2
"431115 JOIA";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"431120 JULIO DE CASTILHOS";-;-;-;1;9;4;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;16
"431123 LAGOA BONITA DO SUL";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"431125 LAGOAO";-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"431127 LAGOA DOS TRES CANTOS";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"431130 LAGOA VERMELHA";-;-;-;-;26;2;1;-;-;-;-;-;-;-;1;1;1;-;-;2;-;-;1;-;-;1;-;36
"431140 LAJEADO";-;-;-;-;46;4;2;1;-;-;-;-;-;-;2;1;2;-;-;-;-;-;5;-;-;-;-;63
"431142 LAJEADO DO BUGRE";-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"431150 LAVRAS DO SUL";-;-;-;-;3;2;1;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;8
"431160 LIBERATO SALZANO";-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;2
"431162 LINDOLFO COLLOR";-;-;-;-;3;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;6
"431164 LINHA NOVA";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"431170 MACHADINHO";-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"431171 MACAMBARA";-;-;-;-;1;2;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"431175 MANOEL VIANA";-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"431177 MAQUINE";-;-;-;-;5;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"431179 MARATA";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"431180 MARAU";-;1;-;-;18;4;1;1;-;-;-;-;-;-;1;1;-;-;-;-;-;-;1;-;-;-;-;28
"431190 MARCELINO RAMOS";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"431198 MARIANA PIMENTEL";-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"431200 MARIANO MORO";-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"431205 MARQUES DE SOUZA";-;-;-;-;4;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"431210 MATA";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"431213 MATO CASTELHANO";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"431215 MATO LEITAO";-;-;-;-;1;1;1;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;6
"431217 MATO QUEIMADO";-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"431220 MAXIMILIANO DE ALMEIDA";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"431225 MINAS DO LEAO";-;-;-;-;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"431230 MIRAGUAI";-;-;-;-;5;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;8
"431235 MONTAURI";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"431237 MONTE ALEGRE DOS CAMPOS";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"431238 MONTE BELO DO SUL";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
