 Procedimentos hospitalares do SUS - por local de residência - Brasil
Média permanência por Município e Subgrupo proced.
Período:Jul-Set/2020
"Município";"0201 Coleta de material";"0209 Diagnóstico por endoscopia";"0211 Métodos diagnósticos em especialidades";"0301 Consultas / Atendimentos / Acompanhamentos";"0303 Tratamentos clínicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0308 Tratamento de lesões, envenenamentos e outros, decorrentes de causas externas";"0310 Parto e nascimento";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutâneo e mucosa";"0402 Cirurgia de glândulas endócrinas";"0403 Cirurgia do sistema nervoso central e periférico";"0404 Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço";"0405 Cirurgia do aparelho da visão";"0406 Cirurgia do aparelho circulatório";"0407 Cirurgia do aparelho digestivo, orgãos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinário";"0410 Cirurgia de mama";"0411 Cirurgia obstétrica";"0412 Cirurgia torácica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0416 Cirurgia em oncologia";"0501 Coleta e exames para fins de doação de orgãos, tecidos e células e de transplante";"0503 Ações relacionadas à doação de orgãos e tecidos para transplante";"0505 Transplante de orgãos, tecidos e células";"0506 Acompanhamento e intercorrências no pré e pós-transplante";"Total"
"351570 FERRAZ DE VASCONCELOS";2,0;...;1,0;1,5;8,8;6,0;12,5;7,9;2,6;1,1;1,0;9,1;3,0;0,2;4,0;3,4;7,4;2,1;1,6;3,1;11,4;5,0;1,0;5,9;3,4;...;0,2;9,5;8,5;6,3
"351580 FLORA RICA";...;...;...;0,8;4,3;8,0;6,0;...;...;...;...;...;2,5;...;4,3;1,7;1,5;2,3;...;2,0;9,0;...;...;2,0;1,0;...;...;...;...;3,3
"351590 FLOREAL";...;...;1,0;1,0;6,6;17,0;8,0;...;1,0;0,5;...;...;...;...;1,0;4,3;3,8;3,0;...;2,0;...;...;...;1,8;5,0;...;...;...;8,0;5,1
"351600 FLORIDA PAULISTA";...;...;...;1,5;6,0;3,3;2,1;2,8;1,0;2,0;...;7,0;1,0;...;1,0;2,3;2,9;1,0;...;2,6;...;1,0;...;7,5;2,3;...;...;...;...;4,0
"351610 FLORINIA";...;...;...;...;22,3;...;7,0;16,5;1,7;...;...;...;...;...;7,0;2,0;3,3;1,0;...;2,3;...;...;...;4,5;1,0;...;...;...;...;10,8
"351620 FRANCA";2,6;...;1,0;0,8;12,2;6,4;5,2;3,8;2,7;1,1;6,0;4,2;0,5;0,3;3,1;2,0;2,8;1,1;1,0;2,5;6,2;3,1;0,5;4,7;2,4;...;0,6;15,0;11,5;6,6
"351630 FRANCISCO MORATO";4,0;...;1,0;0,7;8,2;9,6;4,9;4,1;2,7;0,3;...;15,1;2,7;-;3,6;6,8;4,2;1,4;2,0;2,7;8,1;6,0;...;5,4;3,7;...;-;12,0;7,6;5,6
"351640 FRANCO DA ROCHA";-;...;1,0;0,7;15,4;8,1;8,6;10,8;2,5;1,2;...;10,5;1,6;0,1;3,2;4,0;5,7;2,4;2,0;2,7;9,1;32,5;...;5,9;4,1;1,0;...;1,0;7,5;8,7
"351650 GABRIEL MONTEIRO";...;...;...;...;6,6;13,0;7,0;...;...;...;...;...;...;...;13,0;23,0;...;...;...;2,0;15,0;...;...;3,7;-;...;...;...;...;8,3
"351660 GALIA";...;...;...;0,3;11,0;3,3;7,0;2,0;2,3;-;...;...;-;...;1,5;3,7;2,4;11,0;...;3,5;11,0;...;...;...;1,0;...;...;...;...;7,7
"351670 GARCA";...;...;...;0,7;36,8;2,7;6,4;6,5;2,0;-;2,0;57,0;1,5;0,3;4,0;2,6;3,4;1,8;2,0;1,8;5,7;1,0;...;8,5;4,3;...;1,0;...;2,0;17,0
"351680 GASTAO VIDIGAL";...;...;...;1,0;9,7;...;...;6,0;2,0;-;...;...;...;-;1,0;3,4;2,3;1,0;...;2,0;...;...;...;5,0;3,0;...;...;-;...;5,7
"351685 GAVIAO PEIXOTO";...;...;...;0,3;4,7;1,0;6,5;3,3;1,8;...;...;...;...;-;3,8;8,0;4,5;1,0;...;2,5;...;...;...;6,0;2,0;...;...;...;...;3,9
"351690 GENERAL SALGADO";...;...;...;0,7;5,7;4,2;3,3;...;1,0;-;...;-;3,0;...;2,0;2,8;6,5;...;...;2,1;...;...;...;5,3;1,5;...;...;...;23,0;4,7
"351700 GETULINA";...;...;...;0,9;13,4;...;1,8;4,0;2,3;1,0;...;...;1,0;-;1,5;3,7;2,3;2,7;...;2,7;...;...;...;3,5;2,3;...;...;...;...;6,8
"351710 GLICERIO";...;...;...;1,0;5,2;2,0;6,5;2,0;2,0;-;...;...;...;...;3,0;9,1;2,2;...;...;2,3;15,0;...;...;19,3;...;...;...;...;...;5,9
"351720 GUAICARA";...;...;...;1,1;12,4;4,3;4,5;3,5;1,6;1,0;...;...;3,0;1,3;0,7;3,7;3,4;2,0;...;1,9;22,0;...;1,0;1,6;3,0;...;...;...;...;7,2
"351730 GUAIMBE";...;...;...;1,0;18,9;2,7;2,0;13,0;2,4;...;...;...;...;-;2,6;4,0;2,4;2,7;2,0;2,8;...;...;...;9,0;4,7;...;...;...;...;8,1
"351740 GUAIRA";...;...;...;0,6;4,9;3,0;3,8;6,6;1,0;-;...;-;3,4;-;4,2;1,4;3,7;0,6;-;1,4;0,5;...;...;4,9;1,6;2,0;...;...;9,7;3,7
"351750 GUAPIACU";2,0;...;2,0;0,8;10,2;3,5;3,5;2,5;1,7;-;...;2,3;1,0;...;2,3;1,6;3,7;1,6;...;2,6;7,5;...;...;3,9;3,0;...;...;...;...;6,3
"351760 GUAPIARA";...;...;...;1,2;7,1;2,5;5,8;5,0;2,4;-;...;3,0;-;...;2,6;2,4;1,9;3,7;...;4,7;...;...;...;13,8;2,5;...;-;...;17,0;5,4
"351770 GUARA";...;...;...;1,0;7,8;5,0;3,4;4,0;...;...;...;-;0,5;-;1,0;1,1;1,3;0,5;-;1,9;1,7;...;...;5,1;1,7;...;-;...;...;4,9
"351780 GUARACAI";...;...;...;1,0;4,5;2,0;6,4;3,3;2,0;...;...;...;...;...;4,5;3,9;2,5;...;...;1,9;2,0;...;...;3,0;3,0;...;...;...;...;3,8
"351790 GUARACI";...;...;...;2,0;6,7;2,0;2,0;4,0;1,1;1,0;...;5,0;2,6;1,0;1,5;2,6;6,0;1,0;...;1,2;...;13,5;...;6,0;1,0;...;...;...;...;4,8
"351800 GUARANI D'OESTE";...;...;...;1,0;4,9;...;...;...;...;3,0;...;...;3,0;...;1,0;2,0;7,0;1,0;...;2,0;...;...;...;25,0;...;...;...;...;...;4,5
"351810 GUARANTA";...;...;...;0,5;18,0;...;...;2,7;2,2;...;...;11,0;...;...;4,7;2,3;0,3;...;...;2,0;...;7,0;...;9,7;2,0;...;...;...;...;10,5
"351820 GUARARAPES";...;...;...;1,0;9,2;5,3;11,1;2,9;1,3;1,7;...;10,5;1,0;0,5;5,4;2,5;2,1;2,0;...;1,8;-;8,0;...;7,6;0,8;...;...;13,0;18,8;5,7
"351830 GUARAREMA";...;3,0;...;1,2;5,8;4,0;7,0;3,9;2,3;...;...;6,0;0,2;-;2,5;3,4;3,8;3,8;9,0;2,3;22,3;1,0;...;4,4;4,2;...;...;7,0;9,5;4,4
"351840 GUARATINGUETA";-;1,0;...;0,8;9,4;3,4;9,5;3,6;2,6;1,5;...;7,6;7,8;0,2;3,3;3,1;4,6;1,8;5,0;2,5;13,4;5,3;...;5,3;3,8;3,0;-;17,0;13,4;6,1
"351850 GUAREI";...;...;...;1,0;10,1;11,0;3,8;15,5;2,5;17,5;...;5,0;1,7;...;6,5;3,3;3,7;2,3;...;2,4;5,0;...;...;13,5;-;...;...;...;...;6,3
"351860 GUARIBA";1,0;...;...;1,1;8,4;5,0;7,5;4,6;2,0;2,5;...;2,5;1,8;1,0;4,4;3,8;1,8;1,5;...;2,5;4,0;1,5;-;3,8;2,3;...;...;...;4,3;5,4
"351870 GUARUJA";16,0;8,0;...;0,6;9,4;8,2;8,8;3,2;2,8;10,0;2,0;14,5;3,1;8,6;6,8;6,4;4,0;2,5;6,8;3,1;11,5;10,0;...;7,5;7,1;...;-;5,9;9,1;6,5
"351880 GUARULHOS";5,9;...;1,4;1,0;16,3;6,8;7,0;5,8;2,9;4,1;1,3;9,9;4,9;1,1;5,1;5,2;4,3;2,5;1,3;2,9;8,3;6,3;0,6;6,9;4,1;1,5;1,3;7,9;8,6;9,4
"351885 GUATAPARA";...;...;...;0,8;10,9;6,0;3,7;1,5;2,5;...;...;...;3,0;1,0;0,5;1,6;1,0;0,4;...;3,8;...;-;...;4,4;4,0;...;...;...;26,0;5,4
"351890 GUZOLANDIA";...;...;...;1,3;4,0;...;2,6;...;1,3;...;...;1,0;...;...;1,0;2,8;1,0;...;...;1,3;3,0;...;...;18,0;...;...;...;...;...;4,2
"351900 HERCULANDIA";...;...;...;1,1;6,3;3,8;2,8;5,5;2,1;8,0;...;...;...;...;0,7;2,4;3,2;0,7;-;2,2;...;8,7;...;5,3;5,0;...;...;...;10,0;4,6
"351905 HOLAMBRA";...;...;...;1,0;14,9;...;...;2,0;2,7;-;...;...;1,3;-;2,4;2,5;3,4;1,1;2,0;2,3;...;1,0;...;3,0;...;...;...;...;18,0;5,7
"351907 HORTOLANDIA";...;5,0;...;0,9;7,2;5,6;9,1;3,6;2,4;0,7;...;11,1;1,2;0,6;6,9;3,7;2,6;1,7;2,8;2,4;8,0;6,9;...;6,9;5,9;...;1,2;11,0;11,1;4,9
"351910 IACANGA";10,0;...;...;1,8;5,3;7,7;3,6;4,3;3,0;4,5;2,0;...;3,0;0,5;8,3;3,7;3,5;3,7;...;1,7;...;7,0;...;2,5;...;...;...;...;...;3,8
"351920 IACRI";...;...;...;1,0;13,4;3,0;6,5;...;1,6;0,5;...;3,0;...;7,0;12,0;1,2;0,2;15,0;...;2,4;...;...;-;...;3,0;...;...;...;...;6,6
"351925 IARAS";11,0;...;...;...;9,9;3,0;...;...;1,4;...;...;1,0;0,5;...;9,0;1,0;4,5;2,0;...;1,7;5,0;...;...;6,0;...;...;...;...;...;6,1
"351930 IBATE";...;...;...;1,1;5,5;5,1;5,5;4,4;2,0;5,7;...;7,7;...;0,3;4,2;1,6;2,8;1,8;2,0;1,8;8,3;...;2,0;5,0;3,4;...;...;18,0;...;3,7
"351940 IBIRA";...;...;...;0,7;8,5;3,9;4,8;3,0;3,7;1,0;...;...;8,0;...;4,9;2,0;3,9;1,3;...;2,4;5,0;...;...;5,6;6,0;...;...;1,0;12,4;5,9
"351950 IBIRAREMA";...;...;...;1,0;5,7;9,0;1,0;3,0;2,3;...;...;11,0;...;...;3,0;2,8;2,1;-;...;2,2;2,5;4,0;...;4,4;4,0;...;...;...;...;4,1
"351960 IBITINGA";...;...;...;0,9;6,1;2,2;3,2;1,6;1,4;3,0;6,0;7,0;1,7;-;2,3;2,7;2,2;1,7;...;1,5;5,3;1,0;...;3,4;1,5;...;0,5;-;2,0;4,2
"351970 IBIUNA";0,5;...;...;1,0;7,8;8,6;9,7;7,2;1,8;0,7;...;10,2;4,5;-;2,9;6,2;3,7;2,8;2,5;2,2;11,8;13,0;...;6,4;5,5;...;...;2,0;3,2;5,3
"351980 ICEM";...;...;...;0,9;11,1;5,4;15,0;5,0;2,0;-;...;5,3;...;1,0;2,3;1,5;3,9;1,1;...;2,4;1,0;...;...;1,5;9,0;...;...;...;...;5,8
"351990 IEPE";...;...;...;1,0;6,0;7,6;3,6;4,1;...;0,2;...;1,0;5,0;-;3,8;2,3;3,5;1,4;3,0;2,0;...;-;...;2,9;5,0;...;...;...;...;4,2
"352000 IGARACU DO TIETE";...;...;...;0,7;5,7;2,9;5,0;2,1;1,4;-;2,0;2,0;-;-;4,0;2,9;3,3;1,6;...;1,9;10,5;...;...;4,8;1,2;...;...;...;15,0;4,3
"352010 IGARAPAVA";...;...;...;1,5;7,0;4,2;5,2;8,0;3,0;...;...;10,5;0,3;...;4,2;2,7;2,0;0,9;1,0;1,7;3,5;...;...;4,9;1,6;...;0,5;...;19,0;4,5
"352020 IGARATA";...;...;...;0,6;6,6;3,4;15,0;3,4;2,4;...;...;...;...;2,0;2,8;4,8;5,0;1,0;1,0;2,7;...;...;...;4,9;3,5;...;...;...;...;5,1
"352030 IGUAPE";...;...;...;1,9;6,7;3,1;7,0;3,5;2,9;1,3;...;12,0;1,5;-;2,0;4,5;4,8;1,8;...;3,0;7,0;...;...;2,5;1,7;...;...;...;...;4,5
"352040 ILHABELA";1,0;...;...;0,7;4,7;5,9;5,2;2,2;2,4;0,3;...;4,0;3,8;0,3;2,0;2,5;1,7;2,7;...;2,6;4,0;1,5;...;4,1;1,9;...;-;...;5,0;3,6
"352042 ILHA COMPRIDA";-;...;1,0;1,3;7,0;10,5;1,0;3,0;3,3;...;...;...;...;2,5;...;3,9;3,9;2,0;...;2,7;6,5;...;...;4,3;-;...;-;...;...;4,7
"352044 ILHA SOLTEIRA";...;...;...;4,8;4,9;5,0;3,3;1,4;1,4;1,0;...;...;1,6;...;11,3;3,7;2,8;2,9;2,0;2,0;...;...;...;6,1;0,5;...;...;...;...;3,9
"352050 INDAIATUBA";2,3;6,3;...;0,2;8,9;5,3;5,4;3,1;2,0;0,0;1,0;14,7;3,6;0,1;10,2;3,4;4,1;1,8;...;2,1;6,6;1,7;-;6,7;2,6;...;-;15,5;11,0;5,9
"352060 INDIANA";...;...;...;1,1;8,9;3,0;...;5,0;4,0;-;...;-;1,5;-;2,7;2,0;4,2;4,0;...;2,4;1,0;...;...;...;0,5;...;...;...;...;5,1
"352070 INDIAPORA";...;...;...;1,0;8,2;7,6;7,0;...;2,0;...;...;1,0;...;-;-;1,5;2,7;4,0;...;1,5;...;...;...;2,7;1,5;...;...;...;...;6,0
"352080 INUBIA PAULISTA";...;...;...;0,4;10,0;...;2,0;3,0;1,0;1,0;...;16,6;...;-;2,0;1,3;6,2;3,0;...;4,4;...;...;...;-;-;...;...;...;...;7,8
"352090 IPAUSSU";...;...;...;0,2;8,7;2,0;5,0;4,3;0,7;...;...;3,7;16,5;0,7;1,0;3,5;3,2;0,4;...;2,4;3,0;...;...;2,8;2,0;...;-;25,0;...;6,0
"352100 IPERO";...;...;...;0,8;7,0;4,2;16,0;...;2,3;2,3;...;2,0;3,0;-;...;6,2;5,3;2,7;...;2,3;3,0;5,0;...;6,4;7,2;...;-;...;...;5,1
"352110 IPEUNA";...;...;...;...;7,1;6,0;...;...;2,2;...;...;...;-;-;0,3;1,5;2,5;...;...;2,0;...;...;...;5,0;2,0;...;...;...;...;3,5
"352115 IPIGUA";...;...;...;0,4;7,2;5,7;3,0;...;...;...;...;...;1,0;...;4,8;2,7;3,3;2,3;...;2,9;-;...;...;2,4;4,3;...;...;...;...;5,0
"352120 IPORANGA";...;...;...;1,5;6,0;2,0;...;-;3,4;...;...;...;...;...;...;12,0;5,0;6,0;...;2,0;5,0;...;...;...;3,5;...;...;...;...;4,9
"352130 IPUA";...;...;...;0,6;6,5;1,0;...;2,2;1,0;-;...;9,0;0,3;...;3,5;3,4;1,8;0,7;1,0;1,4;...;2,7;...;2,9;1,0;...;-;...;...;4,1
"352140 IRACEMAPOLIS";...;...;...;0,8;11,1;7,0;23,0;4,0;2,5;-;...;11,0;0,1;-;0,5;2,0;4,6;2,1;...;2,1;...;7,0;...;3,0;1,6;...;...;...;...;5,2
"352150 IRAPUA";...;...;...;1,0;6,2;4,4;5,5;3,0;1,6;...;...;...;4,0;...;3,2;5,0;3,0;1,5;...;1,6;...;...;...;6,7;13,0;...;...;...;...;4,6
"352160 IRAPURU";...;...;...;0,8;8,2;9,8;4,0;7,5;2,0;-;...;12,0;1,5;0,5;3,5;4,5;0,5;2,3;3,0;2,2;...;...;...;1,0;2,0;...;...;...;...;6,0
"352170 ITABERA";...;...;...;1,4;8,4;6,0;1,0;...;1,3;-;...;...;1,0;...;2,6;5,8;2,2;2,6;2,0;1,8;4,0;...;...;5,4;1,1;...;-;...;2,0;4,4
"352180 ITAI";...;...;...;5,0;8,0;3,6;6,9;3,8;1,5;1,0;11,0;3,0;1,0;-;7,3;8,0;2,3;1,3;-;2,7;3,0;...;...;3,3;2,7;...;...;10,5;7,7;5,0
"352190 ITAJOBI";...;...;...;1,1;9,3;6,3;7,0;2,0;1,4;1,0;...;...;4,3;1,0;2,7;4,3;2,9;0,3;...;1,2;5,0;4,0;...;5,9;0,6;...;-;...;...;5,9
"352200 ITAJU";...;...;...;0,7;3,8;...;...;2,5;1,5;-;...;...;...;-;9,0;3,3;3,7;...;...;2,9;62,0;...;...;1,0;1,0;...;...;...;...;4,0
"352210 ITANHAEM";1,0;...;...;1,0;8,7;9,8;9,5;8,5;2,8;-;...;9,3;1,6;0,1;4,2;3,2;3,2;1,3;...;2,9;16,8;22,0;...;5,9;3,4;...;0,1;11,0;9,7;5,9
"352215 ITAOCA";...;...;...;...;4,5;...;7,0;...;2,0;0,5;...;...;-;...;4,0;1,5;1,5;2,5;...;2,6;...;...;4,0;3,5;...;...;...;...;...;3,4
"352220 ITAPECERICA DA SERRA";1,0;...;1,0;1,0;8,8;5,2;4,8;3,8;2,6;1,8;1,0;19,6;1,9;0,6;4,4;2,9;2,1;2,2;...;2,5;17,8;6,0;2,5;7,5;2,8;3,0;0,3;13,0;2,1;5,6
"352230 ITAPETININGA";0,5;...;...;1,3;7,7;5,8;9,7;8,4;2,3;3,0;...;16,0;1,9;0,3;2,5;3,7;4,6;1,7;-;2,2;3,5;11,5;-;6,2;3,2;...;-;...;18,0;5,2
"352240 ITAPEVA";...;...;...;0,8;7,8;6,9;5,8;5,4;2,2;0,2;...;8,3;5,3;0,2;3,9;3,8;2,5;2,1;3,0;2,4;8,3;1,0;1,0;3,6;3,9;...;0,2;8,0;5,9;4,9
"352250 ITAPEVI";11,0;-;...;1,1;9,3;6,3;10,2;4,5;2,5;0,4;...;15,8;6,4;0,2;3,3;2,8;4,0;1,9;4,4;2,9;8,6;6,7;4,0;6,4;3,6;3,0;-;24,3;15,0;5,9
"352260 ITAPIRA";...;...;...;0,9;15,9;3,2;3,6;4,3;2,1;1,3;...;3,6;6,4;1,0;1,9;6,3;2,6;1,9;3,8;2,3;8,0;3,9;-;4,7;4,1;...;-;15,0;9,0;9,0
"352265 ITAPIRAPUA PAULISTA";...;...;...;...;4,4;...;...;2,0;1,5;...;...;1,0;4,0;...;-;1,0;2,1;1,8;...;2,4;4,0;...;...;...;...;...;...;...;...;2,8
"352270 ITAPOLIS";-;...;...;1,4;3,8;3,8;3,2;2,5;2,0;3,8;3,0;3,6;10,6;-;3,6;2,9;2,9;1,7;...;1,6;17,2;1,5;...;4,1;2,0;...;1,0;17,0;5,3;3,5
"352280 ITAPORANGA";...;...;...;2,6;4,9;3,0;3,6;3,1;2,6;1,0;...;16,1;...;1,0;6,3;1,1;3,1;2,5;-;2,1;25,0;-;...;6,1;1,0;...;...;...;...;4,3
"352290 ITAPUI";-;...;...;1,4;8,7;9,0;8,0;3,3;2,3;3,5;...;...;1,0;-;12,7;6,0;3,1;1,5;...;2,6;...;5,0;...;7,2;1,3;...;...;...;5,0;6,6
"352300 ITAPURA";...;...;...;12,0;3,7;6,2;3,0;1,0;2,0;...;...;...;...;...;...;4,0;2,2;...;...;1,2;...;...;...;3,7;6,5;...;...;...;...;3,7
"352310 ITAQUAQUECETUBA";2,1;...;...;0,8;9,0;6,1;9,7;5,3;2,6;2,1;2,0;12,9;2,4;0,2;4,0;3,8;4,5;3,4;1,2;2,7;10,4;3,0;0,5;6,5;3,1;...;1,3;9,3;11,5;6,2
"352320 ITARARE";...;...;...;1,6;4,3;4,8;2,0;2,1;2,3;0,3;...;13,0;2,8;0,3;0,5;2,1;2,0;1,9;2,0;2,2;6,6;-;...;5,0;1,2;...;-;...;5,0;3,4
"352330 ITARIRI";...;...;...;1,6;7,7;3,5;10,5;3,0;2,9;...;...;18,0;...;1,0;...;5,2;7,7;2,2;2,0;3,1;8,0;...;...;6,8;3,3;...;...;9,0;28,0;5,7
"352340 ITATIBA";-;...;...;1,1;6,9;3,8;3,7;2,8;2,4;0,3;...;7,3;1,3;-;3,6;3,4;2,1;1,5;0,5;2,4;5,0;...;2,0;3,5;4,8;...;...;7,5;...;3,9
"352350 ITATINGA";...;10,0;...;1,1;6,9;7,0;3,2;5,0;2,9;...;...;6,0;4,0;2,0;4,0;3,9;1,9;1,8;...;3,9;12,0;22,0;...;3,9;8,1;4,0;-;22,0;1,5;5,1
"352360 ITIRAPINA";...;...;...;2,3;10,2;5,3;1,0;8,7;2,0;1,0;...;4,0;6,2;-;5,1;3,2;1,9;-;5,0;2,1;4,0;9,0;...;6,0;1,0;...;0,7;...;...;6,9
"352370 ITIRAPUA";...;...;...;-;4,3;5,2;4,0;4,0;1,8;...;...;5,0;-;...;1,5;2,9;2,8;1,0;...;1,8;...;6,0;...;3,8;1,0;...;...;...;...;3,2
"352380 ITOBI";...;...;...;1,0;10,6;...;3,6;5,8;1,2;-;...;...;0,2;1,0;-;2,0;1,7;0,7;...;2,0;...;...;...;1,3;1,2;...;...;...;...;6,6
"352390 ITU";2,0;4,0;...;0,9;29,9;5,5;7,7;6,4;2,5;0,6;...;4,4;3,8;0,1;1,9;3,1;4,1;1,1;0,7;2,3;10,9;8,6;-;6,4;2,3;...;-;6,3;3,7;13,8
"352400 ITUPEVA";...;...;...;0,5;5,5;3,4;4,3;2,6;2,3;0,9;...;7,6;1,4;-;2,1;2,8;2,3;1,0;1,0;2,3;7,0;8,0;-;4,7;4,0;...;...;13,0;15,3;3,7
"352410 ITUVERAVA";...;...;...;0,7;8,4;4,7;4,4;2,9;1,3;4,0;...;-;2,0;...;3,3;1,1;1,9;0,6;-;1,3;3,0;...;...;4,8;3,8;...;-;20,0;...;5,0
"352420 JABORANDI";...;...;...;-;4,8;-;10,0;2,0;2,0;6,0;...;-;...;...;1,8;1,3;3,3;1,0;-;2,2;...;7,0;...;9,0;2,0;...;...;...;...;3,5
"352430 JABOTICABAL";-;...;...;1,2;9,5;3,2;3,5;3,6;1,9;2,6;...;...;4,1;-;2,3;2,2;2,7;1,1;3,5;2,3;3,0;5,0;...;4,7;3,9;...;-;20,5;12,3;5,5
"352440 JACAREI";1,5;-;1,0;0,9;5,7;3,5;5,4;3,2;2,3;0,7;1,0;6,5;1,9;1,3;2,7;2,8;5,9;1,4;0,7;2,3;6,9;5,5;...;4,8;2,4;...;-;8,0;9,8;4,2
"352450 JACI";-;...;1,0;0,4;171,1;6,3;...;...;4,0;...;...;2,5;...;-;3,9;1,6;3,1;0,5;1,0;1,5;...;...;...;2,8;3,3;...;...;...;...;82,2
"352460 JACUPIRANGA";2,0;...;...;1,9;8,8;13,4;...;2,0;2,6;2,0;...;3,0;3,0;-;1,5;2,1;5,9;1,8;...;2,0;...;...;...;2,7;1,0;...;...;...;6,5;5,2
"352470 JAGUARIUNA";...;...;...;0,9;8,8;2,9;8,3;4,1;2,5;1,6;...;7,0;3,8;-;11,1;1,7;2,7;1,4;1,0;2,4;...;4,8;...;5,6;3,3;...;...;9,7;...;5,1
"352480 JALES";...;...;3,3;0,8;8,4;4,3;4,1;5,2;1,4;-;...;4,3;1,3;0,6;2,1;2,7;2,4;1,8;1,0;1,7;1,0;-;...;3,3;1,4;...;2,0;0,5;...;4,8
"352490 JAMBEIRO";...;...;...;2,5;12,5;2,0;...;...;1,7;...;...;...;...;0,5;7,0;0,3;...;4,0;...;2,5;...;...;...;2,0;2,0;...;...;...;...;6,6
"352500 JANDIRA";3,5;...;...;1,0;8,5;5,9;3,0;3,7;2,4;0,5;1,0;6,7;1,1;0,1;7,3;2,5;3,2;1,6;0,5;3,1;12,8;...;9,0;4,5;4,3;...;-;25,0;8,4;5,2
"352510 JARDINOPOLIS";...;...;...;0,7;9,1;5,2;2,3;7,4;2,7;0,8;...;5,1;4,3;0,2;3,5;2,9;2,8;0,6;...;2,7;3,6;0,3;...;3,2;3,9;...;1,0;10,5;8,0;5,0
"352520 JARINU";...;...;...;2,2;6,4;4,7;12,0;11,3;2,3;0,8;...;-;0,7;-;5,3;3,9;3,8;2,2;-;2,0;12,0;13,0;...;6,4;3,3;...;5,0;2,0;...;4,3
"352530 JAU";2,5;...;...;0,7;12,0;5,5;4,0;4,6;2,0;2,8;2,3;9,0;1,9;0,8;2,9;4,0;3,3;2,3;3,0;2,0;7,2;-;...;5,1;1,2;...;-;8,0;9,2;6,8
"352540 JERIQUARA";...;...;...;0,8;12,2;7,0;7,0;...;1,0;...;...;...;-;...;1,0;0,3;3,7;1,0;...;1,6;...;...;...;...;...;...;...;...;...;4,2
"352550 JOANOPOLIS";...;...;...;1,7;6,9;4,0;3,0;13,0;2,2;1,0;...;14,5;0,7;-;6,5;6,4;2,5;1,0;...;2,1;8,0;7,0;...;4,2;2,0;...;...;...;...;4,4
"352560 JOAO RAMALHO";...;...;...;0,4;10,3;9,5;4,0;...;2,0;-;...;13,0;1,0;-;2,0;3,0;1,5;1,0;...;2,1;...;...;...;2,4;5,0;...;...;...;...;5,1
"352570 JOSE BONIFACIO";1,0;...;...;0,9;6,9;5,1;4,0;2,6;2,6;1,0;3,0;7,5;-;-;2,7;2,6;3,4;2,1;1,0;2,8;4,0;-;...;2,7;4,1;...;-;9,0;9,8;4,7
"352580 JULIO MESQUITA";...;...;...;0,7;10,5;2,0;10,0;...;2,5;...;...;...;1,0;...;0,5;18,6;4,3;1,0;...;3,2;...;35,0;...;13,3;-;...;...;...;...;8,3
"352585 JUMIRIM";...;...;...;1,0;3,5;...;...;...;2,0;-;...;...;-;...;...;10,0;1,0;-;...;2,5;11,0;...;...;-;1,5;...;...;1,0;8,0;3,1
"352590 JUNDIAI";3,0;...;1,0;11,5;6,0;3,8;3,8;3,0;2,4;0,3;...;11,7;2,3;0,1;3,6;2,8;3,0;1,4;0,7;2,2;9,8;3,5;4,0;5,4;3,8;...;-;...;15,1;5,3
"352600 JUNQUEIROPOLIS";...;...;...;0,8;8,5;8,0;3,4;4,5;2,7;-;...;6,0;2,2;0,4;5,2;2,9;3,3;2,6;0,5;2,0;7,0;-;...;3,3;5,6;...;1,0;...;...;5,5
"352610 JUQUIA";9,0;...;...;1,1;7,5;3,5;2,0;8,0;2,4;2,0;...;...;1,5;...;2,0;3,4;4,1;2,4;2,0;2,7;7,5;...;...;12,4;1,7;...;...;...;...;4,9
"352620 JUQUITIBA";...;...;...;1,6;8,4;3,4;7,5;4,0;2,7;1,4;6,0;12,7;0,7;-;1,8;4,0;2,8;0,7;-;2,7;10,0;1,0;-;4,3;3,7;...;-;...;2,4;4,6
"352630 LAGOINHA";...;...;...;...;7,7;...;8,5;...;2,3;...;...;...;...;...;...;2,0;3,9;1,3;...;1,6;...;5,0;...;4,3;2,5;...;...;...;...;5,1
"352640 LARANJAL PAULISTA";...;...;...;1,2;6,1;5,1;3,7;1,9;2,6;1,0;...;3,2;1,0;2,7;7,1;2,9;3,0;1,6;...;2,6;13,0;-;0,3;4,6;1,7;...;...;...;6,3;4,7
"352650 LAVINIA";...;...;...;1,3;7,9;...;10,7;1,3;1,0;2,0;...;...;8,0;...;...;4,0;1,8;0,7;...;2,5;...;...;...;14,0;3,0;...;...;16,0;...;6,2
"352660 LAVRINHAS";...;...;...;1,0;6,5;2,9;...;...;1,7;1,0;...;...;...;-;21,3;6,0;5,3;1,0;...;2,3;...;...;...;7,8;7,0;...;...;...;...;5,6
"352670 LEME";2,0;10,0;...;0,8;8,4;4,6;5,9;5,7;2,2;4,0;-;4,5;1,3;-;6,1;2,3;3,0;0,8;-;2,1;16,7;14,0;...;5,7;1,8;3,0;...;30,0;14,5;5,6
