 Procedimentos hospitalares do SUS - por local de residência - Brasil
Óbitos por Município e Subgrupo proced.
Período:Jan-Mar/2020
"Município";"0201 Coleta de material";"0209 Diagnóstico por endoscopia";"0211 Métodos diagnósticos em especialidades";"0301 Consultas / Atendimentos / Acompanhamentos";"0303 Tratamentos clínicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0308 Tratamento de lesões, envenenamentos e outros, decorrentes de causas externas";"0310 Parto e nascimento";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutâneo e mucosa";"0402 Cirurgia de glândulas endócrinas";"0403 Cirurgia do sistema nervoso central e periférico";"0404 Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço";"0405 Cirurgia do aparelho da visão";"0406 Cirurgia do aparelho circulatório";"0407 Cirurgia do aparelho digestivo, orgãos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinário";"0411 Cirurgia obstétrica";"0412 Cirurgia torácica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0416 Cirurgia em oncologia";"0505 Transplante de orgãos, tecidos e células";"0506 Acompanhamento e intercorrências no pré e pós-transplante";"Total"
"431555 RIO DOS INDIOS";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2
"431560 RIO GRANDE";-;-;-;1;143;34;24;3;-;-;-;-;-;-;5;5;1;-;1;2;-;-;4;3;-;1;227
"431570 RIO PARDO";-;-;-;-;26;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;37
"431575 RIOZINHO";-;-;-;-;3;1;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;6
"431580 ROCA SALES";-;-;-;-;3;-;1;1;-;-;-;-;1;-;-;1;-;-;-;1;-;-;1;-;-;-;9
"431590 RODEIO BONITO";-;-;-;-;1;2;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"431600 ROLANTE";-;-;-;-;14;4;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;21
"431610 RONDA ALTA";-;-;-;-;8;3;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;12
"431620 RONDINHA";-;1;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"431630 ROQUE GONZALES";-;-;-;-;11;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;13
"431640 ROSARIO DO SUL";-;-;-;-;46;1;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;1;-;1;51
"431642 SAGRADA FAMILIA";-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"431643 SALDANHA MARINHO";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;3
"431645 SALTO DO JACUI";-;-;-;-;6;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;10
"431647 SALVADOR DAS MISSOES";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"431650 SALVADOR DO SUL";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3
"431660 SANANDUVA";-;-;-;-;7;5;1;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;1;-;-;-;17
"431670 SANTA BARBARA DO SUL";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;5
"431673 SANTA CECILIA DO SUL";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2
"431675 SANTA CLARA DO SUL";-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;3
"431680 SANTA CRUZ DO SUL";-;-;-;-;55;23;3;-;-;-;-;-;-;-;1;4;3;-;-;4;-;-;10;2;-;-;105
"431690 SANTA MARIA";1;1;-;23;69;24;6;-;-;-;-;7;1;-;5;8;3;1;-;-;-;-;2;1;1;1;154
"431695 SANTA MARIA DO HERVAL";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2
"431697 SANTA MARGARIDA DO SUL";-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;4
"431700 SANTANA DA BOA VISTA";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2
"431710 SANT'ANA DO LIVRAMENTO";-;1;-;-;45;13;1;1;-;-;-;1;-;-;1;-;2;-;-;4;-;-;1;-;-;1;71
"431720 SANTA ROSA";-;-;-;-;42;14;-;-;-;-;-;2;2;-;6;6;-;2;-;-;-;-;6;1;-;-;81
"431725 SANTA TEREZA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"431730 SANTA VITORIA DO PALMAR";-;-;-;-;14;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;17
"431740 SANTIAGO";-;-;-;-;17;1;2;-;-;-;-;1;1;-;-;3;-;1;1;1;-;-;4;-;-;-;32
"431750 SANTO ANGELO";-;1;-;-;53;7;2;1;-;-;-;1;2;-;1;1;-;-;-;-;-;-;2;-;-;-;71
"431755 SANTO ANTONIO DO PALMA";-;1;-;-;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"431760 SANTO ANTONIO DA PATRULHA";-;-;-;-;29;7;1;4;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;43
"431770 SANTO ANTONIO DAS MISSOES";-;-;-;-;11;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
"431775 SANTO ANTONIO DO PLANALTO";-;-;-;-;4;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"431780 SANTO AUGUSTO";-;-;-;-;18;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19
"431790 SANTO CRISTO";-;-;-;-;9;3;1;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;1;-;-;-;16
"431795 SANTO EXPEDITO DO SUL";-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2
"431800 SAO BORJA";-;-;-;-;28;8;1;1;-;-;-;-;1;-;-;1;-;-;-;-;-;-;3;-;-;-;43
"431805 SAO DOMINGOS DO SUL";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"431810 SAO FRANCISCO DE ASSIS";-;-;-;-;21;1;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;24
"431820 SAO FRANCISCO DE PAULA";-;-;-;-;16;3;1;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;22
"431830 SAO GABRIEL";-;-;-;1;58;10;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;1;-;-;73
"431840 SAO JERONIMO";-;-;-;-;12;1;1;1;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;18
"431842 SAO JOAO DA URTIGA";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;4
"431843 SAO JOAO DO POLESINE";-;1;-;-;1;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;5
"431845 SAO JOSE DAS MISSOES";-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"431846 SAO JOSE DO HERVAL";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"431848 SAO JOSE DO HORTENCIO";-;-;-;-;4;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"431849 SAO JOSE DO INHACORA";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2
"431850 SAO JOSE DO NORTE";-;-;-;-;21;5;2;-;-;-;-;-;1;-;-;2;2;-;-;-;-;-;-;-;-;-;33
"431860 SAO JOSE DO OURO";-;-;-;-;6;1;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;9
"431861 SAO JOSE DO SUL";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"431862 SAO JOSE DOS AUSENTES";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;1;4
"431870 SAO LEOPOLDO";-;-;-;5;129;17;6;6;-;-;-;4;1;-;1;6;2;-;-;3;-;-;8;-;-;-;188
"431880 SAO LOURENCO DO SUL";-;-;-;-;28;8;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;3;-;-;-;40
"431890 SAO LUIZ GONZAGA";-;-;-;-;28;2;2;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;1;-;-;-;35
"431900 SAO MARCOS";-;-;-;-;9;3;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;14
"431910 SAO MARTINHO";-;-;-;-;4;1;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"431912 SAO MARTINHO DA SERRA";-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"431915 SAO MIGUEL DAS MISSOES";-;-;-;-;3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;6
"431920 SAO NICOLAU";-;-;-;-;5;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;7
"431930 SAO PAULO DAS MISSOES";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"431935 SAO PEDRO DA SERRA";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"431937 SAO PEDRO DO BUTIA";-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"431940 SAO PEDRO DO SUL";-;-;-;-;12;2;1;-;-;-;-;1;-;-;-;2;-;-;-;1;-;-;1;-;-;-;20
"431950 SAO SEBASTIAO DO CAI";-;-;-;-;19;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;22
"431960 SAO SEPE";-;-;-;1;15;5;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;24
"431970 SAO VALENTIM";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"431971 SAO VALENTIM DO SUL";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"431973 SAO VALERIO DO SUL";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"431975 SAO VENDELINO";-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"431980 SAO VICENTE DO SUL";-;-;-;-;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"431990 SAPIRANGA";-;-;-;-;60;12;1;2;-;-;-;-;1;-;1;2;2;1;-;1;-;-;2;-;-;-;85
"432000 SAPUCAIA DO SUL";-;1;-;-;90;18;3;-;-;-;-;6;2;-;5;6;3;-;-;2;-;-;6;-;-;1;143
"432010 SARANDI";-;-;-;-;12;5;2;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;3;-;-;1;25
"432020 SEBERI";-;-;-;-;11;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;17
"432023 SEDE NOVA";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"432026 SEGREDO";-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"432030 SELBACH";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"432032 SENADOR SALGADO FILHO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
"432035 SENTINELA DO SUL";-;-;-;-;6;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"432040 SERAFINA CORREA";-;-;-;-;12;1;1;-;-;-;-;-;-;-;1;-;1;-;-;1;-;-;3;-;-;-;20
"432050 SERTAO";-;-;-;-;2;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"432055 SERTAO SANTANA";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"432057 SETE DE SETEMBRO";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"432065 SILVEIRA MARTINS";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3
"432067 SINIMBU";-;-;-;-;8;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"432070 SOBRADINHO";-;-;-;-;10;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;13
"432080 SOLEDADE";-;-;-;-;29;3;-;1;-;-;-;-;-;-;-;1;1;-;-;1;-;-;1;-;-;-;37
"432085 TABAI";-;-;-;-;2;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"432090 TAPEJARA";-;1;-;-;11;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15
"432100 TAPERA";-;-;-;-;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"432110 TAPES";-;-;-;-;10;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;14
"432120 TAQUARA";-;-;-;-;30;3;3;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;4;-;-;-;42
"432130 TAQUARI";-;-;-;-;23;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;1;-;-;26
"432132 TAQUARUCU DO SUL";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"432135 TAVARES";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"432140 TENENTE PORTELA";-;-;-;-;6;1;-;-;-;-;-;-;-;-;-;3;1;-;-;-;-;-;-;-;-;-;11
"432143 TERRA DE AREIA";-;-;-;-;6;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;7
"432145 TEUTONIA";-;-;-;-;14;3;3;-;-;-;-;-;1;-;-;2;-;-;-;-;-;-;-;-;-;-;23
"432147 TIRADENTES DO SUL";-;-;-;-;7;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"432149 TOROPI";-;-;-;-;5;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"432150 TORRES";-;-;-;-;32;1;3;-;-;-;-;1;-;-;1;1;-;-;-;2;-;-;3;-;-;-;44
"432160 TRAMANDAI";-;-;-;-;44;6;2;-;-;-;-;-;-;-;-;2;-;-;-;2;-;-;2;-;-;-;58
"432163 TRES ARROIOS";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"432166 TRES CACHOEIRAS";-;-;-;-;8;-;1;1;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;12
"432170 TRES COROAS";-;-;-;-;12;1;-;-;-;-;-;1;2;-;-;-;-;-;1;1;-;-;1;-;-;-;19
"432180 TRES DE MAIO";-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;2;2;-;-;-;-;-;-;1;-;-;15
"432183 TRES FORQUILHAS";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"432185 TRES PALMEIRAS";-;-;-;-;4;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"432190 TRES PASSOS";-;-;-;-;17;4;1;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;1;-;-;-;25
"432200 TRIUNFO";-;-;-;-;12;3;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;17
"432210 TUCUNDUVA";-;-;-;-;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"432215 TUNAS";-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"432218 TUPANCI DO SUL";-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"432220 TUPANCIRETA";-;-;-;-;22;6;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;31
"432225 TUPANDI";-;-;-;-;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"432230 TUPARENDI";-;-;-;-;8;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"432232 TURUCU";-;-;-;-;5;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"432235 UNIAO DA SERRA";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2
"432237 UNISTALDA";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"432240 URUGUAIANA";-;-;-;-;54;11;5;2;-;-;-;1;1;-;-;2;3;2;-;3;-;-;-;-;-;-;84
"432250 VACARIA";-;-;-;-;41;2;2;1;-;-;-;-;-;-;-;2;-;-;-;-;-;-;1;-;-;-;49
"432252 VALE VERDE";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;6
"432253 VALE DO SOL";-;-;-;-;7;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;10
"432255 VANINI";-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;3
"432260 VENANCIO AIRES";-;-;-;-;35;8;4;-;-;-;-;-;-;-;1;3;1;-;-;1;-;-;4;-;-;-;57
"432270 VERA CRUZ";-;-;-;-;23;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;28
"432280 VERANOPOLIS";-;-;-;-;9;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;12
"432285 VESPASIANO CORREA";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"432290 VIADUTOS";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"432300 VIAMAO";-;-;-;14;160;45;8;4;-;-;-;4;4;-;5;7;2;-;-;2;-;-;7;2;-;1;265
"432320 VICTOR GRAEFF";-;-;-;-;4;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;7
"432335 VILA LANGARO";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"432340 VILA MARIA";-;-;-;-;3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;5
"432345 VILA NOVA DO SUL";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;3
"432350 VISTA ALEGRE";-;-;-;-;1;-;-;1;-;-;-;-;1;-;-;1;-;-;-;-;-;-;1;-;-;-;5
"432360 VISTA ALEGRE DO PRATA";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"432370 VISTA GAUCHA";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"432375 VITORIA DAS MISSOES";-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;7
"432377 WESTFALIA";-;-;-;-;3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"432380 XANGRI-LA";-;-;-;-;8;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"500020 AGUA CLARA";-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"500025 ALCINOPOLIS";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2
"500060 AMAMBAI";-;-;-;-;8;1;1;-;1;-;-;-;-;-;-;1;2;-;-;-;-;-;1;-;-;-;15
"500070 ANASTACIO";-;-;-;-;9;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;1;14
"500080 ANAURILANDIA";-;-;-;-;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"500085 ANGELICA";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"500090 ANTONIO JOAO";-;-;-;-;5;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"500100 APARECIDA DO TABOADO";-;-;-;-;9;2;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;13
"500110 AQUIDAUANA";-;-;-;-;16;3;4;-;-;-;-;-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;26
"500124 ARAL MOREIRA";-;-;-;-;2;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;5
"500150 BANDEIRANTES";-;-;-;-;4;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"500190 BATAGUASSU";-;-;-;1;5;1;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;10
"500200 BATAYPORA";-;-;-;-;3;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;5
"500210 BELA VISTA";-;-;-;-;7;1;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;1;-;-;-;12
"500215 BODOQUENA";-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"500220 BONITO";-;-;-;2;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;10
"500230 BRASILANDIA";-;-;-;1;3;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"500240 CAARAPO";-;-;-;1;15;4;-;-;-;-;-;1;-;-;1;2;-;-;-;1;-;-;-;-;-;-;25
"500260 CAMAPUA";-;-;-;-;5;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;7
"500270 CAMPO GRANDE";1;2;-;3;337;106;20;5;-;-;-;8;1;-;31;21;12;1;-;22;-;-;39;6;-;1;616
"500280 CARACOL";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"500290 CASSILANDIA";-;-;-;-;13;1;2;-;-;-;-;-;-;-;1;3;-;-;-;-;-;-;1;-;-;-;21
"500295 CHAPADAO DO SUL";-;-;-;-;9;2;-;-;-;-;-;1;-;-;2;-;-;-;-;-;-;-;3;-;-;-;17
"500310 CORGUINHO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1
"500315 CORONEL SAPUCAIA";-;-;-;1;2;1;1;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;7
"500320 CORUMBA";-;-;-;6;69;8;1;1;-;-;-;1;1;-;-;2;4;2;-;2;-;-;3;-;-;-;100
"500325 COSTA RICA";-;-;-;12;12;1;1;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;28
"500330 COXIM";-;-;-;-;13;6;3;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;3;-;-;-;27
"500345 DEODAPOLIS";-;-;-;-;6;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"500348 DOIS IRMAOS DO BURITI";-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2
"500350 DOURADINA";-;-;-;-;4;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"500370 DOURADOS";-;-;-;8;101;28;2;2;-;-;-;3;-;-;1;4;-;-;1;3;-;-;7;-;-;-;160
"500375 ELDORADO";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;4
"500380 FATIMA DO SUL";-;-;-;4;16;3;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;24
"500390 FIGUEIRAO";-;-;-;-;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"500400 GLORIA DE DOURADOS";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;5
"500410 GUIA LOPES DA LAGUNA";-;-;-;-;7;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;10
"500430 IGUATEMI";-;-;-;-;9;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"500440 INOCENCIA";-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;4
"500450 ITAPORA";-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;4
"500460 ITAQUIRAI";-;-;-;-;7;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;9
"500470 IVINHEMA";-;-;-;1;16;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18
"500480 JAPORA";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2
"500490 JARAGUARI";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"500500 JARDIM";-;-;-;-;8;1;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;11
"500510 JATEI";-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"500515 JUTI";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"500520 LADARIO";-;-;-;-;8;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"500525 LAGUNA CARAPA";-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2
"500540 MARACAJU";-;-;-;-;9;2;2;-;-;-;-;-;-;-;-;3;-;-;-;1;-;-;1;-;-;-;18
"500560 MIRANDA";-;-;-;-;5;1;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;8
